Population Size, Generation Count, Repetition, Best Fitness, Median Fitness
50, 0, 21, 720649, 773548
50, 10, 21, 694857, 706715
50, 20, 21, 662631, 670656
50, 30, 21, 642186, 652193
50, 40, 21, 628442, 632083
50, 50, 21, 615436, 621369
50, 60, 21, 603181, 609597
50, 70, 21, 589689, 595341
50, 80, 21, 575552, 581052
50, 90, 21, 558330, 563416
50, 100, 21, 545565, 551253
50, 110, 21, 537837, 541810
50, 120, 21, 524187, 529494
50, 130, 21, 515665, 518944
50, 140, 21, 504913, 508943
50, 150, 21, 495945, 500978
50, 160, 21, 487944, 494268
50, 170, 21, 479258, 483436
50, 180, 21, 472246, 475018
50, 190, 21, 467883, 472669
50, 200, 21, 461977, 465212
50, 210, 21, 454468, 458487
50, 220, 21, 448112, 454191
50, 230, 21, 440929, 446639
50, 240, 21, 435806, 439624
50, 250, 21, 429653, 434506
50, 260, 21, 424410, 427845
50, 270, 21, 418486, 422689
50, 280, 21, 414589, 418804
50, 290, 21, 406672, 412680
50, 300, 21, 403013, 405358
50, 310, 21, 399739, 404543
50, 320, 21, 393226, 397443
50, 330, 21, 389054, 391227
50, 340, 21, 381520, 384653
50, 350, 21, 377439, 380982
50, 360, 21, 371454, 374776
50, 370, 21, 368975, 371814
50, 380, 21, 365068, 370149
50, 390, 21, 361508, 363637
50, 400, 21, 357977, 361132
50, 410, 21, 356022, 357573
50, 420, 21, 351341, 354434
50, 430, 21, 347064, 349765
50, 440, 21, 344257, 346731
50, 450, 21, 339586, 342954
50, 460, 21, 336381, 339139
50, 470, 21, 332395, 336197
50, 480, 21, 329554, 333352
50, 490, 21, 324815, 329515
50, 500, 21, 323614, 327159
50, 510, 21, 319711, 323754
50, 520, 21, 318580, 321688
50, 530, 21, 315189, 318187
50, 540, 21, 312762, 316332
50, 550, 21, 310154, 313613
50, 560, 21, 307525, 310134
50, 570, 21, 305550, 307840
50, 580, 21, 304366, 306463
50, 590, 21, 302453, 305421
50, 600, 21, 298780, 301756
50, 610, 21, 296451, 300165
50, 620, 21, 294072, 297569
50, 630, 21, 291843, 294959
50, 640, 21, 289906, 293530
50, 650, 21, 286427, 289506
50, 660, 21, 285267, 288880
50, 670, 21, 282389, 286088
50, 680, 21, 281474, 284805
50, 690, 21, 278824, 281615
50, 700, 21, 275940, 279286
50, 710, 21, 274734, 276003
50, 720, 21, 273866, 275935
50, 730, 21, 272209, 274550
50, 740, 21, 269249, 272404
50, 750, 21, 267059, 270262
50, 760, 21, 265841, 268365
50, 770, 21, 263728, 265665
50, 780, 21, 262258, 262529
50, 790, 21, 259828, 263777
50, 800, 21, 258047, 260677
50, 810, 21, 256647, 260075
50, 820, 21, 255700, 258479
50, 830, 21, 254683, 258771
50, 840, 21, 253418, 256094
50, 850, 21, 251085, 255331
50, 860, 21, 249946, 252160
50, 870, 21, 249199, 252321
50, 880, 21, 247551, 249926
50, 890, 21, 244267, 248319
50, 900, 21, 243400, 244667
50, 910, 21, 240882, 244423
50, 920, 21, 239633, 242493
50, 930, 21, 237593, 240346
50, 940, 21, 236508, 239107
50, 950, 21, 235457, 238674
50, 960, 21, 233869, 238249
50, 970, 21, 232825, 235170
50, 980, 21, 231499, 234781
50, 990, 21, 229774, 232814
50, 1000, 21, 228952, 231520
50, 1010, 21, 227307, 230615
50, 1020, 21, 225910, 228577
50, 1030, 21, 224994, 225910
50, 1040, 21, 223970, 226874
50, 1050, 21, 222501, 224981
50, 1060, 21, 221743, 224778
50, 1070, 21, 220734, 223948
50, 1080, 21, 218962, 224571
50, 1090, 21, 217513, 221342
50, 1100, 21, 216547, 219431
50, 1110, 21, 214608, 215977
50, 1120, 21, 214369, 216511
50, 1130, 21, 212756, 214787
50, 1140, 21, 212235, 214849
50, 1150, 21, 211317, 212910
50, 1160, 21, 209891, 212029
50, 1170, 21, 208498, 212616
50, 1180, 21, 207991, 211635
