Population Size, Generation Count, Repetition, Best Fitness, Median Fitness
50, 0, 19, 732084, 768352
50, 10, 19, 695753, 699348
50, 20, 19, 671823, 679961
50, 30, 19, 650315, 657854
50, 40, 19, 638348, 643448
50, 50, 19, 626109, 631228
50, 60, 19, 610151, 614016
50, 70, 19, 599480, 605544
50, 80, 19, 584695, 591725
50, 90, 19, 575604, 579302
50, 100, 19, 563147, 567698
50, 110, 19, 555835, 559774
50, 120, 19, 547028, 550483
50, 130, 19, 537621, 542432
50, 140, 19, 527752, 532607
50, 150, 19, 518186, 522766
50, 160, 19, 512573, 515139
50, 170, 19, 504848, 508031
50, 180, 19, 495395, 499579
50, 190, 19, 488922, 493026
50, 200, 19, 475671, 483466
50, 210, 19, 472052, 474996
50, 220, 19, 468428, 471664
50, 230, 19, 460483, 464341
50, 240, 19, 455847, 459040
50, 250, 19, 449865, 453794
50, 260, 19, 445384, 451206
50, 270, 19, 441915, 445712
50, 280, 19, 435158, 439595
50, 290, 19, 430427, 434221
50, 300, 19, 426694, 430530
50, 310, 19, 420568, 427528
50, 320, 19, 417277, 420757
50, 330, 19, 410046, 413048
50, 340, 19, 405127, 409896
50, 350, 19, 402393, 405955
50, 360, 19, 399548, 402347
50, 370, 19, 393495, 397228
50, 380, 19, 389523, 393573
50, 390, 19, 386983, 390666
50, 400, 19, 384827, 388648
50, 410, 19, 382050, 384991
50, 420, 19, 378996, 382761
50, 430, 19, 375959, 380064
50, 440, 19, 370248, 375557
50, 450, 19, 367045, 370589
50, 460, 19, 365170, 368137
50, 470, 19, 361813, 365883
50, 480, 19, 358915, 362510
50, 490, 19, 353283, 356525
50, 500, 19, 351793, 352768
50, 510, 19, 348792, 351128
50, 520, 19, 344522, 348892
50, 530, 19, 342073, 344950
50, 540, 19, 338480, 340603
50, 550, 19, 335274, 337735
50, 560, 19, 333986, 336083
50, 570, 19, 331177, 333601
50, 580, 19, 329149, 332676
50, 590, 19, 327201, 330346
50, 600, 19, 325159, 326953
50, 610, 19, 322701, 325300
50, 620, 19, 320898, 323347
50, 630, 19, 318722, 321075
50, 640, 19, 316533, 319801
50, 650, 19, 314724, 317423
50, 660, 19, 311639, 316172
50, 670, 19, 309909, 313160
50, 680, 19, 307876, 310519
50, 690, 19, 306701, 308714
50, 700, 19, 304259, 306723
50, 710, 19, 301730, 303601
50, 720, 19, 297965, 301730
50, 730, 19, 295779, 298291
50, 740, 19, 293662, 297186
50, 750, 19, 290129, 294503
50, 760, 19, 289082, 290493
50, 770, 19, 286425, 292411
50, 780, 19, 285104, 287274
50, 790, 19, 283294, 286651
50, 800, 19, 280469, 284620
50, 810, 19, 278835, 281323
50, 820, 19, 277234, 282014
50, 830, 19, 274317, 278661
50, 840, 19, 272721, 274464
50, 850, 19, 270455, 273586
50, 860, 19, 269365, 272454
50, 870, 19, 268512, 269504
50, 880, 19, 266619, 270485
50, 890, 19, 265130, 269712
50, 900, 19, 264047, 266847
50, 910, 19, 262942, 265221
50, 920, 19, 262042, 263944
50, 930, 19, 260845, 264724
50, 940, 19, 258115, 262445
50, 950, 19, 255949, 259406
50, 960, 19, 253690, 257998
50, 970, 19, 252922, 255980
50, 980, 19, 252585, 254667
50, 990, 19, 251637, 255856
50, 1000, 19, 251142, 252803
50, 1010, 19, 250700, 252957
50, 1020, 19, 249194, 252857
50, 1030, 19, 248995, 250616
50, 1040, 19, 247783, 250004
50, 1050, 19, 247385, 250407
50, 1060, 19, 246714, 249141
50, 1070, 19, 245071, 248197
50, 1080, 19, 242536, 246283
50, 1090, 19, 241540, 243849
50, 1100, 19, 240257, 242181
50, 1110, 19, 239536, 242710
50, 1120, 19, 238415, 240967
50, 1130, 19, 236971, 238696
50, 1140, 19, 235302, 238576
50, 1150, 19, 234169, 238149
50, 1160, 19, 233415, 236528
50, 1170, 19, 232852, 235782
50, 1180, 19, 231529, 235838
50, 1190, 19, 231168, 234652
50, 1200, 19, 230527, 233109
50, 1210, 19, 229720, 233244
50, 1220, 19, 229146, 230741
50, 1230, 19, 228774, 232989
50, 1240, 19, 228074, 231424
50, 1250, 19, 227614, 230271
50, 1260, 19, 226988, 230083
50, 1270, 19, 225926, 227856
50, 1280, 19, 224467, 227409
50, 1290, 19, 224063, 227654
50, 1300, 19, 223411, 226076
50, 1310, 19, 222449, 225020
50, 1320, 19, 221646, 223538
50, 1330, 19, 220848, 222803
50, 1340, 19, 219884, 222939
50, 1350, 19, 219330, 222919
50, 1360, 19, 218713, 220540
50, 1370, 19, 217513, 220540
50, 1380, 19, 216973, 219433
50, 1390, 19, 215844, 217440
50, 1400, 19, 214725, 219544
50, 1410, 19, 214198, 217192
50, 1420, 19, 213695, 217514
50, 1430, 19, 212616, 215248
50, 1440, 19, 212028, 214167
50, 1450, 19, 210646, 213901
50, 1460, 19, 209863, 212231
50, 1470, 19, 209018, 211873
50, 1480, 19, 208304, 210399
50, 1490, 19, 207594, 211143
50, 1500, 19, 206509, 209534
50, 1510, 19, 205997, 209649
50, 1520, 19, 205060, 209003
50, 1530, 19, 204182, 206959
50, 1540, 19, 203428, 206299
50, 1550, 19, 203010, 205199
50, 1560, 19, 202914, 204232
50, 1570, 19, 202038, 205082
50, 1580, 19, 202038, 204150
50, 1590, 19, 201999, 204163
50, 1600, 19, 200904, 202621
50, 1610, 19, 199790, 202924
50, 1620, 19, 199508, 203007
50, 1630, 19, 198429, 199706
50, 1640, 19, 197907, 199428
50, 1650, 19, 197249, 200790
50, 1660, 19, 196104, 198817
50, 1670, 19, 195034, 197718
50, 1680, 19, 193906, 196761
50, 1690, 19, 191884, 195040
50, 1700, 19, 190412, 193540
50, 1710, 19, 189930, 191957
50, 1720, 19, 188905, 192786
50, 1730, 19, 188178, 191338
50, 1740, 19, 187382, 189498
50, 1750, 19, 187143, 190050
50, 1760, 19, 186812, 190305
50, 1770, 19, 186341, 187934
50, 1780, 19, 185577, 188738
50, 1790, 19, 184891, 188034
50, 1800, 19, 183841, 187599
50, 1810, 19, 182229, 185970
50, 1820, 19, 181937, 186576
50, 1830, 19, 181483, 184972
50, 1840, 19, 180951, 182974
50, 1850, 19, 179869, 182196
50, 1860, 19, 178948, 180943
50, 1870, 19, 178528, 181839
50, 1880, 19, 178082, 180629
50, 1890, 19, 177068, 180558
50, 1900, 19, 176695, 179702
50, 1910, 19, 176307, 178975
50, 1920, 19, 175753, 178825
50, 1930, 19, 175370, 176993
50, 1940, 19, 174720, 176799
50, 1950, 19, 174150, 177964
50, 1960, 19, 173629, 175435
50, 1970, 19, 173325, 174127
50, 1980, 19, 172556, 175405
50, 1990, 19, 171495, 174793
50, 2000, 19, 170478, 173535
50, 2010, 19, 170175, 172367
50, 2020, 19, 170175, 173371
50, 2030, 19, 169800, 172843
50, 2040, 19, 169355, 171809
50, 2050, 19, 168708, 170156
50, 2060, 19, 167368, 171048
50, 2070, 19, 167020, 169513
50, 2080, 19, 166498, 169621
50, 2090, 19, 165236, 168470
50, 2100, 19, 164632, 167361
50, 2110, 19, 164048, 167251
50, 2120, 19, 163759, 165923
50, 2130, 19, 163669, 165533
50, 2140, 19, 163005, 164180
50, 2150, 19, 162773, 164837
50, 2160, 19, 162268, 164660
50, 2170, 19, 161913, 164140
50, 2180, 19, 160722, 164185
50, 2190, 19, 159752, 162306
50, 2200, 19, 159229, 160952
50, 2210, 19, 159069, 161954
50, 2220, 19, 158894, 161031
50, 2230, 19, 158217, 159777
50, 2240, 19, 157501, 158910
50, 2250, 19, 157172, 159650
50, 2260, 19, 156014, 157966
50, 2270, 19, 155086, 157998
50, 2280, 19, 154525, 157454
50, 2290, 19, 153747, 156096
50, 2300, 19, 153131, 154515
50, 2310, 19, 152772, 156164
50, 2320, 19, 152670, 155116
50, 2330, 19, 152162, 156150
50, 2340, 19, 151811, 154067
50, 2350, 19, 151312, 153471
50, 2360, 19, 151024, 154501
50, 2370, 19, 150538, 154130
50, 2380, 19, 150538, 153615
50, 2390, 19, 150088, 151543
50, 2400, 19, 149744, 153612
50, 2410, 19, 148539, 151329
50, 2420, 19, 148129, 149727
50, 2430, 19, 147873, 150341
50, 2440, 19, 147334, 149662
50, 2450, 19, 146819, 149375
50, 2460, 19, 146410, 149160
50, 2470, 19, 145866, 148280
50, 2480, 19, 145644, 147959
50, 2490, 19, 145093, 146978
50, 2500, 19, 144949, 145607
50, 2510, 19, 144183, 145969
50, 2520, 19, 143301, 146770
50, 2530, 19, 142509, 145469
50, 2540, 19, 142234, 145083
50, 2550, 19, 141849, 144993
50, 2560, 19, 141347, 142740
50, 2570, 19, 140920, 143199
50, 2580, 19, 140373, 143174
50, 2590, 19, 140206, 141645
50, 2600, 19, 139793, 142540
50, 2610, 19, 139684, 141154
50, 2620, 19, 139346, 141226
50, 2630, 19, 139277, 141403
50, 2640, 19, 138827, 140761
50, 2650, 19, 138589, 141881
50, 2660, 19, 138341, 142646
50, 2670, 19, 138337, 140786
50, 2680, 19, 138305, 141137
50, 2690, 19, 138305, 141560
50, 2700, 19, 138105, 139797
50, 2710, 19, 138092, 140743
50, 2720, 19, 137861, 138794
50, 2730, 19, 137014, 143951
50, 2740, 19, 136453, 140393
50, 2750, 19, 136068, 139574
50, 2760, 19, 135941, 137464
50, 2770, 19, 135767, 139154
50, 2780, 19, 135767, 137169
50, 2790, 19, 135410, 138571
50, 2800, 19, 135218, 138347
50, 2810, 19, 135152, 139755
50, 2820, 19, 134713, 135316
50, 2830, 19, 134668, 139739
50, 2840, 19, 134526, 136537
50, 2850, 19, 134441, 136167
50, 2860, 19, 134377, 137580
50, 2870, 19, 133827, 135939
50, 2880, 19, 133099, 136324
50, 2890, 19, 132390, 132803
50, 2900, 19, 132082, 134344
50, 2910, 19, 131984, 136693
50, 2920, 19, 131906, 136264
50, 2930, 19, 131733, 134681
50, 2940, 19, 131200, 133622
50, 2950, 19, 131135, 134425
50, 2960, 19, 130989, 132606
50, 2970, 19, 130989, 132331
50, 2980, 19, 130954, 133846
50, 2990, 19, 130601, 133135
50, 3000, 19, 130185, 132836
50, 3010, 19, 129864, 133612
50, 3020, 19, 129864, 130464
50, 3030, 19, 129605, 131088
50, 3040, 19, 129228, 130067
50, 3050, 19, 129226, 130996
50, 3060, 19, 128454, 130786
50, 3070, 19, 128394, 131230
50, 3080, 19, 127696, 130876
50, 3090, 19, 127212, 128059
50, 3100, 19, 126812, 129222
50, 3110, 19, 126780, 129350
50, 3120, 19, 126390, 127843
50, 3130, 19, 126312, 128708
50, 3140, 19, 125850, 128011
50, 3150, 19, 125775, 127655
50, 3160, 19, 125368, 125488
50, 3170, 19, 125368, 128274
50, 3180, 19, 124909, 126909
50, 3190, 19, 124846, 126616
50, 3200, 19, 124549, 125723
50, 3210, 19, 124367, 125911
50, 3220, 19, 124240, 126492
50, 3230, 19, 123871, 125635
50, 3240, 19, 123871, 125100
50, 3250, 19, 123579, 126632
50, 3260, 19, 123333, 125664
50, 3270, 19, 123096, 126087
50, 3280, 19, 123096, 125412
50, 3290, 19, 123037, 125306
50, 3300, 19, 122939, 125713
50, 3310, 19, 122926, 125952
50, 3320, 19, 122364, 125431
50, 3330, 19, 122337, 124922
50, 3340, 19, 122148, 123988
50, 3350, 19, 122091, 123017
50, 3360, 19, 122016, 124496
50, 3370, 19, 121959, 123853
50, 3380, 19, 121286, 123738
50, 3390, 19, 120722, 124287
50, 3400, 19, 120525, 123510
50, 3410, 19, 120525, 122138
50, 3420, 19, 120393, 122782
50, 3430, 19, 120342, 122952
50, 3440, 19, 120202, 122193
50, 3450, 19, 120143, 121537
50, 3460, 19, 120083, 121836
50, 3470, 19, 120083, 121750
50, 3480, 19, 119827, 124042
50, 3490, 19, 119579, 122132
50, 3500, 19, 119579, 121295
50, 3510, 19, 119579, 122846
50, 3520, 19, 119343, 122013
50, 3530, 19, 119151, 121415
50, 3540, 19, 118951, 122410
50, 3550, 19, 118933, 121125
50, 3560, 19, 118825, 120186
50, 3570, 19, 118470, 121690
50, 3580, 19, 118412, 120330
50, 3590, 19, 118269, 119973
50, 3600, 19, 118211, 119580
50, 3610, 19, 117517, 119395
50, 3620, 19, 117517, 118635
50, 3630, 19, 117351, 119304
50, 3640, 19, 117351, 119269
50, 3650, 19, 117293, 120802
50, 3660, 19, 117293, 118762
50, 3670, 19, 117146, 118124
50, 3680, 19, 117045, 117736
50, 3690, 19, 116741, 119537
50, 3700, 19, 116633, 117755
50, 3710, 19, 116466, 118835
50, 3720, 19, 116359, 118758
50, 3730, 19, 116304, 118452
50, 3740, 19, 116198, 116387
50, 3750, 19, 116198, 119344
50, 3760, 19, 116138, 118648
50, 3770, 19, 115938, 119188
50, 3780, 19, 115899, 118200
50, 3790, 19, 115432, 119824
50, 3800, 19, 114900, 116507
50, 3810, 19, 114840, 114900
50, 3820, 19, 114840, 116780
50, 3830, 19, 114565, 116862
50, 3840, 19, 114375, 116992
50, 3850, 19, 114234, 116711
50, 3860, 19, 113988, 115801
50, 3870, 19, 113946, 117564
50, 3880, 19, 113729, 114903
50, 3890, 19, 113656, 114973
50, 3900, 19, 113622, 114738
50, 3910, 19, 113622, 116074
50, 3920, 19, 113527, 113699
50, 3930, 19, 113368, 116788
50, 3940, 19, 113310, 113986
50, 3950, 19, 113011, 115406
50, 3960, 19, 112953, 114668
50, 3970, 19, 112934, 116043
50, 3980, 19, 112657, 113771
50, 3990, 19, 112657, 115361
50, 4000, 19, 112654, 114617
50, 4010, 19, 112579, 114711
50, 4020, 19, 112579, 115022
50, 4030, 19, 112509, 113574
50, 4040, 19, 112385, 114847
50, 4050, 19, 112367, 113876
50, 4060, 19, 112157, 112632
50, 4070, 19, 112157, 112157
50, 4080, 19, 112157, 115064
50, 4090, 19, 111951, 113373
50, 4100, 19, 111642, 115047
50, 4110, 19, 111583, 113007
50, 4120, 19, 111468, 114579
50, 4130, 19, 111082, 114508
50, 4140, 19, 111082, 113275
50, 4150, 19, 111082, 112626
50, 4160, 19, 110948, 111007
50, 4170, 19, 110697, 113252
50, 4180, 19, 110684, 111440
50, 4190, 19, 110475, 113189
