Population Size, Generation Count, Repetition, Best Fitness, Median Fitness
50, 0, 6, 729695, 776740
50, 10, 6, 688289, 694975
50, 20, 6, 672285, 679741
50, 30, 6, 652209, 661022
50, 40, 6, 633777, 643585
50, 50, 6, 622683, 626767
50, 60, 6, 608450, 612219
50, 70, 6, 598535, 603363
50, 80, 6, 588253, 593757
50, 90, 6, 579473, 584328
50, 100, 6, 571631, 574370
50, 110, 6, 562442, 565192
50, 120, 6, 546575, 552747
50, 130, 6, 535167, 538683
50, 140, 6, 522434, 527046
50, 150, 6, 510307, 517348
50, 160, 6, 505718, 509134
50, 170, 6, 499976, 503096
50, 180, 6, 493432, 496373
50, 190, 6, 486132, 491473
50, 200, 6, 481308, 484467
50, 210, 6, 475738, 479071
50, 220, 6, 469426, 474265
50, 230, 6, 463283, 468734
50, 240, 6, 457971, 462872
50, 250, 6, 447782, 455772
50, 260, 6, 442918, 445698
50, 270, 6, 438680, 442565
50, 280, 6, 436374, 438148
50, 290, 6, 431922, 436143
50, 300, 6, 428512, 431075
50, 310, 6, 424757, 427990
50, 320, 6, 419561, 424176
50, 330, 6, 414691, 419845
50, 340, 6, 412182, 415172
50, 350, 6, 410659, 413838
50, 360, 6, 404819, 408386
50, 370, 6, 401276, 404140
50, 380, 6, 396627, 400250
50, 390, 6, 393728, 396619
50, 400, 6, 389658, 393730
50, 410, 6, 385651, 389396
50, 420, 6, 381500, 384075
50, 430, 6, 379152, 382184
50, 440, 6, 375964, 378902
50, 450, 6, 371764, 374301
50, 460, 6, 365135, 369248
50, 470, 6, 362521, 365131
50, 480, 6, 359438, 361637
50, 490, 6, 356855, 361907
50, 500, 6, 355300, 358586
50, 510, 6, 352744, 356217
50, 520, 6, 349250, 352758
50, 530, 6, 346379, 350254
50, 540, 6, 344040, 346081
50, 550, 6, 340564, 344539
50, 560, 6, 337768, 341081
50, 570, 6, 335568, 340190
50, 580, 6, 333192, 336309
50, 590, 6, 330713, 334987
50, 600, 6, 329216, 332028
50, 610, 6, 326452, 329166
50, 620, 6, 322799, 327313
50, 630, 6, 319034, 321332
50, 640, 6, 316149, 319477
50, 650, 6, 314656, 317988
50, 660, 6, 313093, 316433
50, 670, 6, 310138, 314384
50, 680, 6, 307496, 310067
50, 690, 6, 305515, 308095
50, 700, 6, 302218, 306356
50, 710, 6, 299793, 301761
50, 720, 6, 299103, 301715
50, 730, 6, 297597, 301056
50, 740, 6, 296465, 297996
50, 750, 6, 294426, 296879
50, 760, 6, 293527, 295337
50, 770, 6, 290403, 294163
50, 780, 6, 287417, 290811
50, 790, 6, 285732, 288868
50, 800, 6, 283078, 285985
50, 810, 6, 281248, 285873
50, 820, 6, 280709, 282904
50, 830, 6, 277951, 281238
50, 840, 6, 277013, 279492
50, 850, 6, 275230, 278287
50, 860, 6, 274058, 278549
50, 870, 6, 273052, 275709
50, 880, 6, 272464, 275696
50, 890, 6, 270611, 274441
50, 900, 6, 268529, 271463
50, 910, 6, 267254, 270946
50, 920, 6, 266395, 269098
50, 930, 6, 264770, 267973
50, 940, 6, 264116, 266904
50, 950, 6, 262418, 266297
50, 960, 6, 261231, 264184
50, 970, 6, 260095, 262409
50, 980, 6, 259109, 260374
50, 990, 6, 258324, 261206
50, 1000, 6, 255540, 258316
50, 1010, 6, 253592, 257492
50, 1020, 6, 252581, 255924
50, 1030, 6, 251044, 253914
50, 1040, 6, 248903, 256189
50, 1050, 6, 247583, 250212
50, 1060, 6, 247021, 249629
50, 1070, 6, 245367, 249091
50, 1080, 6, 244491, 247449
50, 1090, 6, 243126, 246147
50, 1100, 6, 242344, 244069
50, 1110, 6, 239861, 243721
50, 1120, 6, 238207, 242280
50, 1130, 6, 237133, 239064
50, 1140, 6, 236111, 237839
50, 1150, 6, 233930, 237300
50, 1160, 6, 232245, 234307
50, 1170, 6, 230671, 232841
50, 1180, 6, 228727, 232108
50, 1190, 6, 227606, 229470
50, 1200, 6, 227088, 229080
50, 1210, 6, 225545, 228809
50, 1220, 6, 224308, 228342
50, 1230, 6, 223296, 225939
50, 1240, 6, 222589, 225159
50, 1250, 6, 221649, 225433
50, 1260, 6, 220362, 223529
50, 1270, 6, 218884, 223461
50, 1280, 6, 218104, 221445
50, 1290, 6, 216611, 218654
50, 1300, 6, 215965, 219016
50, 1310, 6, 215699, 217356
50, 1320, 6, 214378, 217512
50, 1330, 6, 214239, 217062
50, 1340, 6, 213680, 216366
50, 1350, 6, 211987, 213864
50, 1360, 6, 210852, 213025
50, 1370, 6, 210230, 213297
50, 1380, 6, 209767, 211552
50, 1390, 6, 208267, 213166
50, 1400, 6, 207592, 211304
50, 1410, 6, 205624, 209763
50, 1420, 6, 203871, 207106
50, 1430, 6, 203396, 205338
50, 1440, 6, 202692, 205528
50, 1450, 6, 202032, 205515
50, 1460, 6, 200690, 204667
50, 1470, 6, 200314, 202825
50, 1480, 6, 199747, 202254
50, 1490, 6, 198878, 201128
50, 1500, 6, 198202, 201538
50, 1510, 6, 197749, 199766
50, 1520, 6, 197269, 199699
50, 1530, 6, 196827, 199086
50, 1540, 6, 196069, 199024
50, 1550, 6, 195625, 198061
50, 1560, 6, 195589, 198340
50, 1570, 6, 194611, 198384
50, 1580, 6, 193185, 194542
50, 1590, 6, 192765, 194156
50, 1600, 6, 191497, 192471
50, 1610, 6, 190410, 191763
50, 1620, 6, 190056, 191961
50, 1630, 6, 189618, 192619
50, 1640, 6, 189219, 192201
50, 1650, 6, 188592, 190472
50, 1660, 6, 188592, 190890
50, 1670, 6, 187460, 191073
50, 1680, 6, 186464, 190748
50, 1690, 6, 185694, 187261
50, 1700, 6, 184808, 189738
50, 1710, 6, 184120, 188455
50, 1720, 6, 183903, 185512
50, 1730, 6, 182289, 186581
50, 1740, 6, 182068, 184711
50, 1750, 6, 181638, 184032
50, 1760, 6, 180891, 183309
50, 1770, 6, 180503, 182864
50, 1780, 6, 179497, 181419
50, 1790, 6, 179249, 179678
50, 1800, 6, 178644, 181342
50, 1810, 6, 178014, 181223
50, 1820, 6, 177697, 179853
50, 1830, 6, 177239, 181483
50, 1840, 6, 176507, 178999
50, 1850, 6, 176061, 179286
50, 1860, 6, 175376, 179256
50, 1870, 6, 175255, 176691
50, 1880, 6, 175183, 177445
50, 1890, 6, 175050, 176955
50, 1900, 6, 174526, 176530
50, 1910, 6, 173091, 175434
50, 1920, 6, 172822, 176121
50, 1930, 6, 171921, 174967
50, 1940, 6, 171627, 174975
50, 1950, 6, 171267, 173492
50, 1960, 6, 170269, 173309
50, 1970, 6, 170032, 173239
50, 1980, 6, 169246, 170712
50, 1990, 6, 168879, 173118
50, 2000, 6, 168333, 172012
50, 2010, 6, 168053, 170105
50, 2020, 6, 167514, 169730
50, 2030, 6, 166356, 168862
50, 2040, 6, 165843, 167886
50, 2050, 6, 165372, 167560
50, 2060, 6, 164770, 167434
50, 2070, 6, 164054, 167489
50, 2080, 6, 163905, 165495
50, 2090, 6, 163668, 166336
50, 2100, 6, 163081, 166001
50, 2110, 6, 162331, 164703
50, 2120, 6, 161962, 164742
50, 2130, 6, 161152, 163027
50, 2140, 6, 160031, 162840
50, 2150, 6, 159996, 163245
50, 2160, 6, 159578, 164334
50, 2170, 6, 159478, 161344
50, 2180, 6, 158529, 161001
50, 2190, 6, 157830, 160689
50, 2200, 6, 157131, 159955
50, 2210, 6, 156906, 159672
50, 2220, 6, 156048, 156961
50, 2230, 6, 155221, 158208
50, 2240, 6, 154654, 157487
50, 2250, 6, 153999, 156861
50, 2260, 6, 153361, 156692
50, 2270, 6, 153321, 156902
50, 2280, 6, 152746, 155359
50, 2290, 6, 152261, 154260
50, 2300, 6, 151592, 154099
50, 2310, 6, 151507, 153630
50, 2320, 6, 151221, 154132
50, 2330, 6, 150891, 152502
50, 2340, 6, 150782, 153475
50, 2350, 6, 150782, 152256
50, 2360, 6, 149790, 151025
50, 2370, 6, 149782, 152126
50, 2380, 6, 149445, 152394
50, 2390, 6, 149017, 151765
50, 2400, 6, 148778, 149880
50, 2410, 6, 148031, 150884
50, 2420, 6, 146922, 149343
50, 2430, 6, 146791, 146922
50, 2440, 6, 146791, 150140
50, 2450, 6, 146316, 147733
50, 2460, 6, 145979, 149149
50, 2470, 6, 145943, 147095
50, 2480, 6, 145514, 147654
50, 2490, 6, 144972, 145054
50, 2500, 6, 144407, 147422
50, 2510, 6, 144358, 145296
50, 2520, 6, 144190, 146686
50, 2530, 6, 143932, 145932
50, 2540, 6, 143703, 145708
50, 2550, 6, 143595, 144810
50, 2560, 6, 142976, 145172
50, 2570, 6, 142720, 144668
50, 2580, 6, 142367, 145802
50, 2590, 6, 142309, 144565
50, 2600, 6, 142111, 145023
50, 2610, 6, 141934, 144343
50, 2620, 6, 141679, 143783
50, 2630, 6, 141671, 143054
50, 2640, 6, 141262, 142158
50, 2650, 6, 140721, 143601
50, 2660, 6, 140416, 142156
50, 2670, 6, 140127, 142593
50, 2680, 6, 139845, 142100
50, 2690, 6, 139839, 142802
50, 2700, 6, 139424, 142018
50, 2710, 6, 139424, 142427
50, 2720, 6, 138232, 139258
50, 2730, 6, 137853, 140680
50, 2740, 6, 137516, 140410
50, 2750, 6, 137424, 139545
50, 2760, 6, 137003, 139116
50, 2770, 6, 136951, 138286
50, 2780, 6, 136702, 137826
50, 2790, 6, 136580, 139877
50, 2800, 6, 136316, 139381
50, 2810, 6, 136310, 138112
50, 2820, 6, 136218, 137718
50, 2830, 6, 135245, 137667
50, 2840, 6, 134483, 137569
50, 2850, 6, 134416, 136088
50, 2860, 6, 134230, 136946
50, 2870, 6, 133936, 136307
50, 2880, 6, 133660, 136471
50, 2890, 6, 132591, 136753
50, 2900, 6, 132238, 133813
50, 2910, 6, 132116, 134557
50, 2920, 6, 132030, 135078
50, 2930, 6, 131919, 134500
50, 2940, 6, 131730, 133400
50, 2950, 6, 131337, 135051
50, 2960, 6, 131337, 133847
50, 2970, 6, 131286, 134206
50, 2980, 6, 131123, 134410
50, 2990, 6, 130984, 133718
50, 3000, 6, 130834, 133026
50, 3010, 6, 130745, 134014
50, 3020, 6, 130665, 134607
50, 3030, 6, 129946, 131269
50, 3040, 6, 129434, 132326
50, 3050, 6, 129373, 130735
50, 3060, 6, 128792, 129864
50, 3070, 6, 128377, 129577
50, 3080, 6, 128243, 130201
50, 3090, 6, 128177, 128799
50, 3100, 6, 128160, 131042
50, 3110, 6, 127627, 131693
50, 3120, 6, 127462, 130978
50, 3130, 6, 127360, 128679
50, 3140, 6, 126919, 127851
50, 3150, 6, 126910, 127370
50, 3160, 6, 126879, 128442
50, 3170, 6, 126879, 129012
50, 3180, 6, 126758, 130136
50, 3190, 6, 126708, 130218
50, 3200, 6, 126147, 128857
50, 3210, 6, 125960, 128405
50, 3220, 6, 125924, 130287
50, 3230, 6, 125691, 127247
50, 3240, 6, 125691, 127712
50, 3250, 6, 125376, 127337
50, 3260, 6, 125280, 127208
50, 3270, 6, 125274, 128277
50, 3280, 6, 124845, 127296
50, 3290, 6, 124845, 126617
50, 3300, 6, 124805, 128167
50, 3310, 6, 124418, 124805
50, 3320, 6, 124418, 128194
50, 3330, 6, 124229, 125426
50, 3340, 6, 123815, 126083
50, 3350, 6, 123788, 127560
50, 3360, 6, 123321, 124999
50, 3370, 6, 122932, 124209
50, 3380, 6, 122789, 124881
50, 3390, 6, 122621, 126368
50, 3400, 6, 122621, 125551
50, 3410, 6, 122577, 125181
50, 3420, 6, 122442, 123911
50, 3430, 6, 122218, 125255
50, 3440, 6, 122110, 123430
50, 3450, 6, 121923, 123014
50, 3460, 6, 121923, 124101
50, 3470, 6, 121725, 124606
50, 3480, 6, 120648, 123321
50, 3490, 6, 120574, 120648
50, 3500, 6, 120450, 120702
50, 3510, 6, 120349, 122807
50, 3520, 6, 120297, 122240
50, 3530, 6, 120194, 122958
50, 3540, 6, 119959, 122708
50, 3550, 6, 119549, 120991
50, 3560, 6, 119549, 120911
50, 3570, 6, 119441, 123396
50, 3580, 6, 119348, 121046
50, 3590, 6, 118989, 121113
50, 3600, 6, 118823, 119295
50, 3610, 6, 118645, 119717
50, 3620, 6, 118395, 120113
50, 3630, 6, 117977, 120300
50, 3640, 6, 117628, 119803
50, 3650, 6, 117284, 120350
50, 3660, 6, 117129, 120430
50, 3670, 6, 116912, 120137
50, 3680, 6, 116251, 117862
50, 3690, 6, 116141, 117859
50, 3700, 6, 115655, 118257
50, 3710, 6, 115458, 117831
50, 3720, 6, 115321, 117876
50, 3730, 6, 115195, 117514
50, 3740, 6, 115025, 118450
50, 3750, 6, 115025, 116397
50, 3760, 6, 114924, 116633
50, 3770, 6, 114635, 116453
50, 3780, 6, 114624, 117235
50, 3790, 6, 114356, 115858
50, 3800, 6, 114152, 116716
50, 3810, 6, 113856, 115207
50, 3820, 6, 113821, 116408
50, 3830, 6, 113765, 115642
50, 3840, 6, 113693, 115304
50, 3850, 6, 113536, 114437
50, 3860, 6, 113519, 116480
50, 3870, 6, 113250, 114891
50, 3880, 6, 112991, 113707
50, 3890, 6, 112975, 114369
50, 3900, 6, 112775, 112975
50, 3910, 6, 112707, 115318
50, 3920, 6, 112450, 114309
50, 3930, 6, 112345, 112450
50, 3940, 6, 111866, 113287
50, 3950, 6, 111866, 111866
50, 3960, 6, 111703, 113286
50, 3970, 6, 111604, 113996
50, 3980, 6, 111457, 112975
50, 3990, 6, 111375, 114114
50, 4000, 6, 111293, 113294
50, 4010, 6, 111082, 112743
50, 4020, 6, 110838, 113464
50, 4030, 6, 110838, 113066
50, 4040, 6, 110838, 113581
50, 4050, 6, 110838, 113942
50, 4060, 6, 110605, 111883
50, 4070, 6, 110605, 111242
50, 4080, 6, 110407, 112748
50, 4090, 6, 110407, 114936
50, 4100, 6, 110407, 111606
50, 4110, 6, 110297, 112011
50, 4120, 6, 110235, 112703
50, 4130, 6, 110134, 111241
50, 4140, 6, 109992, 111899
50, 4150, 6, 109992, 112216
50, 4160, 6, 109992, 110764
50, 4170, 6, 109724, 110528
50, 4180, 6, 109449, 110971
50, 4190, 6, 109144, 112306
50, 4200, 6, 109144, 111994
50, 4210, 6, 108662, 111135
50, 4220, 6, 108662, 109447
50, 4230, 6, 108534, 110338
50, 4240, 6, 108388, 109458
50, 4250, 6, 108281, 110341
50, 4260, 6, 107884, 108807
50, 4270, 6, 107838, 109909
50, 4280, 6, 107629, 108604
50, 4290, 6, 107207, 108875
50, 4300, 6, 106838, 108085
50, 4310, 6, 106824, 111468
50, 4320, 6, 106761, 109582
50, 4330, 6, 106723, 107986
50, 4340, 6, 106687, 108046
50, 4350, 6, 106609, 108375
50, 4360, 6, 106364, 108492
50, 4370, 6, 106156, 107394
50, 4380, 6, 106031, 107663
50, 4390, 6, 105909, 108848
50, 4400, 6, 105909, 106776
50, 4410, 6, 105909, 108242
50, 4420, 6, 105909, 107895
50, 4430, 6, 105909, 107155
50, 4440, 6, 105892, 106100
50, 4450, 6, 105793, 108052
50, 4460, 6, 105768, 107540
50, 4470, 6, 105768, 107928
50, 4480, 6, 105624, 106503
50, 4490, 6, 105225, 106203
50, 4500, 6, 105041, 105087
50, 4510, 6, 104970, 106484
50, 4520, 6, 104734, 106803
50, 4530, 6, 104654, 105582
50, 4540, 6, 104398, 106237
50, 4550, 6, 104056, 107330
50, 4560, 6, 104056, 106868
50, 4570, 6, 103984, 106994
50, 4580, 6, 103929, 106885
50, 4590, 6, 103720, 106056
50, 4600, 6, 103720, 106008
50, 4610, 6, 103524, 105064
50, 4620, 6, 103394, 106241
50, 4630, 6, 103271, 105332
50, 4640, 6, 103114, 104873
50, 4650, 6, 102803, 105099
50, 4660, 6, 102522, 104685
50, 4670, 6, 102424, 104181
50, 4680, 6, 101894, 104527
50, 4690, 6, 101894, 103717
50, 4700, 6, 101585, 103020
50, 4710, 6, 101243, 102784
50, 4720, 6, 101127, 102482
50, 4730, 6, 100362, 103441
50, 4740, 6, 100362, 101774
50, 4750, 6, 100228, 102257
50, 4760, 6, 100228, 100228
50, 4770, 6, 99841, 101383
