Population Size, Generation Count, Repetition, Best Fitness, Median Fitness
20, 0, 0, 754262, 773497
20, 10, 0, 714974, 723135
20, 20, 0, 700304, 704447
20, 30, 0, 676274, 684067
20, 40, 0, 664340, 665846
20, 50, 0, 646911, 650699
20, 60, 0, 636349, 640125
20, 70, 0, 627211, 630227
20, 80, 0, 613163, 619451
20, 90, 0, 598463, 604696
20, 100, 0, 586513, 590058
20, 110, 0, 578496, 584593
20, 120, 0, 568834, 574110
20, 130, 0, 562897, 566339
20, 140, 0, 547854, 559789
20, 150, 0, 540426, 542499
20, 160, 0, 531345, 536257
20, 170, 0, 523565, 527950
20, 180, 0, 518189, 524125
20, 190, 0, 510257, 515190
20, 200, 0, 505357, 510460
20, 210, 0, 499121, 500832
20, 220, 0, 492990, 497567
20, 230, 0, 486976, 489930
20, 240, 0, 482515, 485416
20, 250, 0, 474334, 477546
20, 260, 0, 470221, 472713
20, 270, 0, 463904, 466492
20, 280, 0, 461866, 465340
20, 290, 0, 457297, 458171
20, 300, 0, 451854, 455209
20, 310, 0, 448511, 450746
20, 320, 0, 446349, 450246
20, 330, 0, 441232, 446153
20, 340, 0, 437815, 440159
20, 350, 0, 434694, 436982
20, 360, 0, 430950, 433537
20, 370, 0, 427251, 430768
20, 380, 0, 424086, 426903
20, 390, 0, 418638, 422735
20, 400, 0, 416275, 417321
20, 410, 0, 411497, 414861
20, 420, 0, 408230, 411491
20, 430, 0, 403435, 405698
20, 440, 0, 399232, 402403
20, 450, 0, 394485, 395917
20, 460, 0, 391224, 396030
20, 470, 0, 388413, 391471
20, 480, 0, 384242, 386753
20, 490, 0, 377868, 385670
20, 500, 0, 375906, 376978
20, 510, 0, 371839, 375648
20, 520, 0, 369596, 375191
20, 530, 0, 367027, 368739
20, 540, 0, 364783, 367805
20, 550, 0, 363047, 364491
20, 560, 0, 359300, 362377
20, 570, 0, 357203, 359568
20, 580, 0, 355989, 357511
20, 590, 0, 354515, 355794
20, 600, 0, 351302, 356117
20, 610, 0, 349774, 351364
20, 620, 0, 348440, 351508
20, 630, 0, 347384, 350069
20, 640, 0, 345179, 347481
20, 650, 0, 344266, 344658
20, 660, 0, 341282, 343640
20, 670, 0, 337577, 340754
20, 680, 0, 336367, 339264
20, 690, 0, 335747, 338839
20, 700, 0, 334123, 335249
20, 710, 0, 330771, 332779
20, 720, 0, 328575, 331436
20, 730, 0, 327714, 328854
20, 740, 0, 325852, 328168
20, 750, 0, 323670, 326197
20, 760, 0, 322624, 325036
20, 770, 0, 321113, 324411
20, 780, 0, 319061, 322938
20, 790, 0, 318156, 319171
20, 800, 0, 315788, 320233
20, 810, 0, 312595, 314273
20, 820, 0, 311009, 317310
20, 830, 0, 310353, 313185
20, 840, 0, 308274, 309647
20, 850, 0, 307492, 308041
20, 860, 0, 306186, 308634
20, 870, 0, 301965, 306209
20, 880, 0, 300631, 304106
20, 890, 0, 300390, 302479
20, 900, 0, 297975, 300394
20, 910, 0, 296944, 299221
20, 920, 0, 295977, 300454
20, 930, 0, 294383, 296879
20, 940, 0, 293745, 295265
20, 950, 0, 292669, 297177
20, 960, 0, 290812, 293669
20, 970, 0, 290571, 292755
20, 980, 0, 289464, 292334
20, 990, 0, 288626, 292106
20, 1000, 0, 286725, 288379
20, 1010, 0, 285262, 286845
20, 1020, 0, 284304, 290345
20, 1030, 0, 283789, 286500
20, 1040, 0, 283109, 285443
20, 1050, 0, 280558, 284835
20, 1060, 0, 278194, 281454
20, 1070, 0, 274464, 276974
20, 1080, 0, 273769, 275976
20, 1090, 0, 273198, 276208
20, 1100, 0, 271881, 273774
20, 1110, 0, 271077, 272449
20, 1120, 0, 270052, 274221
20, 1130, 0, 269687, 272204
20, 1140, 0, 269339, 272405
20, 1150, 0, 268629, 272168
20, 1160, 0, 266707, 270271
20, 1170, 0, 265690, 266680
20, 1180, 0, 264679, 268199
20, 1190, 0, 263541, 267019
20, 1200, 0, 262362, 263451
20, 1210, 0, 262068, 264509
20, 1220, 0, 261070, 265510
20, 1230, 0, 260527, 263474
20, 1240, 0, 259710, 262723
20, 1250, 0, 258590, 261712
20, 1260, 0, 257081, 258727
20, 1270, 0, 256201, 258455
20, 1280, 0, 255364, 260301
20, 1290, 0, 254046, 256357
20, 1300, 0, 252468, 254948
20, 1310, 0, 252015, 254427
20, 1320, 0, 251187, 251464
20, 1330, 0, 249449, 252189
20, 1340, 0, 249212, 252054
20, 1350, 0, 247629, 250286
20, 1360, 0, 247212, 249352
20, 1370, 0, 246692, 248347
20, 1380, 0, 246143, 249496
20, 1390, 0, 245892, 247180
20, 1400, 0, 245412, 250097
20, 1410, 0, 245134, 246062
20, 1420, 0, 243917, 246384
20, 1430, 0, 242802, 245127
20, 1440, 0, 241754, 244294
20, 1450, 0, 240237, 244089
20, 1460, 0, 239429, 243068
20, 1470, 0, 239120, 241132
20, 1480, 0, 237878, 239968
20, 1490, 0, 237316, 239099
20, 1500, 0, 235989, 239048
20, 1510, 0, 235248, 237131
20, 1520, 0, 234486, 237367
20, 1530, 0, 233485, 237881
20, 1540, 0, 233014, 237356
20, 1550, 0, 231677, 234309
20, 1560, 0, 230563, 234207
20, 1570, 0, 229525, 230538
20, 1580, 0, 229089, 232646
20, 1590, 0, 228149, 229938
20, 1600, 0, 227914, 229914
20, 1610, 0, 226397, 229558
20, 1620, 0, 226134, 229517
20, 1630, 0, 226072, 228218
20, 1640, 0, 225358, 227748
20, 1650, 0, 224602, 226479
20, 1660, 0, 223977, 224444
20, 1670, 0, 223836, 228386
20, 1680, 0, 223138, 224958
20, 1690, 0, 222657, 225013
20, 1700, 0, 221933, 225827
20, 1710, 0, 220741, 223967
20, 1720, 0, 219534, 224665
20, 1730, 0, 219348, 222524
20, 1740, 0, 219157, 221240
20, 1750, 0, 218667, 220210
20, 1760, 0, 217988, 221186
20, 1770, 0, 217474, 218386
20, 1780, 0, 216857, 221003
20, 1790, 0, 216429, 219968
20, 1800, 0, 216055, 218953
20, 1810, 0, 215597, 218249
20, 1820, 0, 214890, 215880
20, 1830, 0, 213642, 218026
20, 1840, 0, 212950, 213605
20, 1850, 0, 212500, 213923
20, 1860, 0, 211845, 215074
20, 1870, 0, 211411, 212207
20, 1880, 0, 211211, 213449
20, 1890, 0, 211134, 214760
20, 1900, 0, 210711, 212474
20, 1910, 0, 209775, 212522
20, 1920, 0, 209271, 211412
20, 1930, 0, 208783, 209828
20, 1940, 0, 207978, 211543
20, 1950, 0, 207684, 208107
20, 1960, 0, 206612, 210229
20, 1970, 0, 206605, 209379
20, 1980, 0, 206446, 208680
20, 1990, 0, 205650, 207618
20, 2000, 0, 204595, 210017
20, 2010, 0, 204519, 209283
20, 2020, 0, 204141, 205685
20, 2030, 0, 203532, 207052
20, 2040, 0, 202856, 203621
20, 2050, 0, 202455, 203812
20, 2060, 0, 202272, 203900
20, 2070, 0, 201814, 204971
20, 2080, 0, 200853, 206393
20, 2090, 0, 199676, 204701
20, 2100, 0, 199486, 202766
20, 2110, 0, 198791, 200848
20, 2120, 0, 198791, 201666
20, 2130, 0, 198500, 198938
20, 2140, 0, 198037, 201747
20, 2150, 0, 197837, 199430
20, 2160, 0, 196851, 198990
20, 2170, 0, 196851, 200217
20, 2180, 0, 196851, 199259
20, 2190, 0, 196526, 200083
20, 2200, 0, 196293, 197870
20, 2210, 0, 194150, 195532
20, 2220, 0, 194079, 196798
20, 2230, 0, 193085, 194356
20, 2240, 0, 192961, 194969
20, 2250, 0, 192584, 196475
20, 2260, 0, 192278, 198473
20, 2270, 0, 192225, 192734
20, 2280, 0, 191917, 195403
20, 2290, 0, 190818, 191085
20, 2300, 0, 190410, 192550
20, 2310, 0, 190082, 194578
20, 2320, 0, 189481, 191712
20, 2330, 0, 189096, 190209
20, 2340, 0, 189073, 191498
20, 2350, 0, 188566, 190582
20, 2360, 0, 188566, 189952
20, 2370, 0, 187891, 191268
20, 2380, 0, 187891, 187891
20, 2390, 0, 187891, 190465
20, 2400, 0, 187880, 191135
20, 2410, 0, 187880, 189715
20, 2420, 0, 186770, 191942
20, 2430, 0, 186270, 186586
20, 2440, 0, 185520, 187023
20, 2450, 0, 185337, 187437
20, 2460, 0, 185337, 187058
20, 2470, 0, 185074, 187791
20, 2480, 0, 184849, 186941
20, 2490, 0, 184470, 186666
20, 2500, 0, 184131, 190172
20, 2510, 0, 183277, 185638
20, 2520, 0, 182583, 185375
20, 2530, 0, 182525, 184160
20, 2540, 0, 182185, 184793
20, 2550, 0, 181762, 183772
20, 2560, 0, 180899, 183535
20, 2570, 0, 180254, 182835
20, 2580, 0, 179261, 179261
20, 2590, 0, 178460, 181278
20, 2600, 0, 178460, 178460
20, 2610, 0, 178460, 181914
20, 2620, 0, 178054, 180121
20, 2630, 0, 177689, 180247
20, 2640, 0, 177503, 178697
20, 2650, 0, 177110, 179748
20, 2660, 0, 177110, 177787
20, 2670, 0, 176618, 180490
20, 2680, 0, 176418, 178958
20, 2690, 0, 176415, 179087
20, 2700, 0, 176209, 177716
20, 2710, 0, 175153, 178156
20, 2720, 0, 174720, 176538
20, 2730, 0, 173933, 175652
20, 2740, 0, 173809, 176717
20, 2750, 0, 172768, 175824
20, 2760, 0, 172297, 174568
20, 2770, 0, 172201, 172342
20, 2780, 0, 171988, 176423
20, 2790, 0, 171733, 173597
20, 2800, 0, 171331, 173690
20, 2810, 0, 171331, 175707
20, 2820, 0, 171078, 173290
20, 2830, 0, 170691, 170862
20, 2840, 0, 170459, 171207
20, 2850, 0, 169644, 173496
20, 2860, 0, 169121, 172313
20, 2870, 0, 168978, 171259
20, 2880, 0, 168672, 170122
20, 2890, 0, 168647, 169091
20, 2900, 0, 168351, 170646
20, 2910, 0, 167705, 171646
20, 2920, 0, 167705, 172032
20, 2930, 0, 167348, 171068
20, 2940, 0, 166919, 170421
